X,Y,Z,Timestamp
33,7,45,35112
4,49,41,35121
24,7,-51,35129
6,44,-27,35136
-30,51,119,35144
-36,-87,72,35152
15,-14,-22,35161
55,28,91,35168
-4,48,-11,35176
-81,-46,18,35184
19,-51,4,35192
45,-4,-33,35200
-71,-23,-38,35208
-13,9,33,35216
-15,-31,6,35224
-13,-31,-112,35231
7,31,-67,35239
-6,97,-149,35248
-11,51,-61,35256
3,-19,24,35263
0,-1,-63,35271
-43,22,65,35279
1,2,-65,35288
-4,-11,132,35295
19,-51,50,35303
29,12,38,35311
4,-75,-70,35319
42,38,-77,35326
-4,-20,30,35335
62,27,-27,35343
-8,57,91,35351
-20,4,-67,35358
-17,-7,-49,35366
13,52,-35,35375
5,1,10,35383
-2,-30,74,35390
6,0,62,35398
-29,-77,-38,35406
19,-23,-74,35415
-22,18,-127,35422
-29,-40,16,35430
20,33,-55,35438
-30,27,67,35445
-2,79,-83,35453
3,-3,-53,35462
-41,-16,94,35470
49,37,85,35478
91,-52,8,35485
-13,31,9,35493
-64,-73,-54,35502
33,-71,0,35510
2,24,53,35517
0,-86,20,35525
5,17,51,35533
18,7,102,35542
-57,18,93,35549
-15,43,-93,35557
38,60,-1,35565
25,-22,-88,35573
-58,-33,-30,35580
-22,18,-5,35589
-43,-33,-100,35597
59,39,-67,35605
-32,-48,30,35612
27,2,26,35620
-42,18,-19,35629
3,-8,-129,35637
86,40,-5,35644
38,-104,22,35652
-57,4,3,35660
-3,11,86,35668
95,6,32,35676
17,58,63,35684
-46,58,63,35692
-16,20,23,35700
58,-12,40,35707
35,-24,-8,35716
-17,18,43,35724
12,5,-9,35732
16,-2,-29,35739
24,78,-131,35747
-41,-47,-114,35756
-52,-16,36,35764
-31,71,-67,35771
-58,20,-57,35779
30,-9,-89,35787
87,-14,-123,35795
55,-81,-76,35803
27,16,15,35811
18,-1,2,35819
-40,-29,-34,35827
28,-25,106,35834
-20,13,-45,35843
2,3,46,35851
-53,-29,-18,35859
6,39,19,35866
56,-37,92,35874
35,-80,-12,35883
-41,-18,-74,35891
18,47,-25,35898
-25,-67,-66,35906
62,-23,2,35914
68,-10,-121,35922
55,-6,-63,35930
22,-15,10,35938
81,-41,8,35946
-32,7,5,35954
37,13,-151,35961
-77,-30,38,35970
16,-44,62,35978
-7,-24,72,35986
136,-95,0,35993
-22,-59,-88,36001
-14,-57,-16,36009
-36,-19,-84,36018
36,-48,-30,36025
24,3,88,36033
-14,24,-133,36041
65,-9,-6,36049
-37,-12,28,36057
-11,3,-17,36065
-29,-49,28,36073
74,39,-95,36081
15,35,-99,36088
-8,24,-1,36097
25,-33,0,36105
8,-19,-14,36113
62,51,-33,36120
-3,33,17,36128
25,-90,-48,36136
-20,19,-29,36145
51,11,45,36152
4,0,50,36160
43,-18,-2,36168
-26,32,55,36176
-24,-79,-38,36184
-40,-13,-22,36192
-62,-25,-44,36200
-52,16,-51,36208
3,65,-13,36215
21,40,-57,36224
38,-82,4,36232
-62,53,-114,36240
-7,36,81,36247
3,-30,12,36255
-57,-14,104,36263
22,12,118,36272
-37,33,33,36279
-82,11,-75,36287
-5,85,27,36295
49,-47,96,36303
0,0,-49,36311
46,-70,-4,36319
71,40,0,36327
-16,-49,-18,36335
-30,6,-1,36342
63,5,-79,36350
-36,-32,-50,36359
-72,7,24,36366
-4,-11,40,36374
-45,-38,40,36382
-30,17,-19,36390
-28,-6,-62,36399
-44,19,-17,36406
-32,7,84,36414
-8,2,-33,36422
-76,101,-21,36430
-5,67,3,36438
-55,0,-25,36446
-19,26,-51,36454
-22,-79,-34,36462
-58,6,-93,36469
-24,-55,-68,36477
31,-15,-6,36486
-45,-27,-60,36494
54,30,-11,36501
-7,-43,-10,36509
9,3,-19,36517
-30,45,33,36526
-23,-107,30,36533
-45,6,-75,36541
68,7,7,36549
-51,-28,-34,36557
72,-10,26,36564
7,-52,-72,36573
-48,-46,-86,36581
26,18,-139,36589
37,-60,116,36596
54,44,-35,36604
-75,3,-4,36613
18,82,5,36621
-42,64,33,36628
-24,8,-13,36636
42,71,59,36644
-122,46,19,36653
-33,-6,-95,36660
9,63,0,36668
65,-24,-26,36676
-36,-54,-68,36684
-80,36,-83,36691
9,-29,52,36700
61,-6,42,36708
22,12,-91,36716
-62,99,-3,36723
-85,67,-59,36731
-4,83,-53,36740
-65,-13,-36,36747
-19,43,-35,36755
-12,9,212,36763
-10,-58,70,36771
28,-3,-71,36780
-8,11,13,36787
17,64,-75,36795
-39,12,68,36803
60,79,57,36811
-92,42,107,36818
-63,32,17,36827
-7,-30,38,36835
1,-64,36,36843
-63,37,-67,36850
-22,-11,-18,36858
44,-25,134,36867
5,-20,108,36875
-52,-7,-111,36882
23,-69,0,36890
-42,33,69,36898
-32,-85,36,36907
-10,-73,-82,36914
16,-52,16,36922
-49,21,29,36930
-7,24,39,36938
45,-20,64,36945
-4,48,31,36954
49,48,53,36962
15,127,-15,36969
-75,14,-19,36977
-66,-9,-41,36985
-23,-160,34,36994
38,32,-15,37001
48,52,0,37009
52,-49,10,37017
48,-97,88,37025
76,-12,62,37033
33,60,-79,37041
64,-68,-42,37049
-32,-83,34,37057
10,-29,36,37065
-42,2,-97,37072
37,-32,102,37081
37,-21,-14,37089
-21,29,-93,37097
-44,85,83,37104
-77,-3,-41,37112
21,-2,34,37121
-114,-95,46,37129
-41,49,51,37136
-11,16,122,37144
24,56,-141,37152
13,16,46,37159
2,-2,0,37168
42,29,-73,37176
9,19,60,37184
-15,71,-105,37191
-14,59,-23,37199
9,45,-3,37208
91,-26,-46,37216
21,-6,2,37223
37,27,-69,37231
80,-22,-28,37239
-8,0,50,37248
44,63,-71,37255
-50,-23,-47,37263
29,34,-25,37271
16,-11,-8,37279
-16,7,38,37287
-84,-28,54,37295
19,4,44,37303
-30,17,59,37311
1,16,-17,37319
54,108,-43,37326
19,35,-27,37335
16,-13,56,37343
-48,67,-47,37351
-32,65,105,37358
-18,34,195,37366
-25,72,-19,37374
-4,-71,-10,37382
22,63,-15,37390
-95,24,-93,37398
-4,-30,-36,37406
44,-17,10,37414
30,-4,-18,37422
-16,30,-149,37430
-54,62,-11,37438
-6,-1,-23,37446
-13,58,33,37453
47,5,64,37462
-70,-25,-45,37470
-28,3,-35,37477
15,4,120,37485
37,9,112,37493
18,7,-33,37501
-20,-20,-8,37509
30,4,-34,37517
-20,-21,16,37525
-35,-30,-46,37533
15,-23,-6,37541
87,-23,-54,37549
18,-8,-8,37557
42,-10,50,37565
-16,-43,-18,37572
-101,38,-103,37580
17,-8,-83,37588
59,9,12,37597
-9,-49,-90,37604
-14,6,19,37612
0,-46,-114,37620
-21,-17,-77,37628
24,52,7,37636
26,-30,30,37644
-21,-9,38,37652
3,45,-29,37660
6,-4,-8,37668
-33,37,111,37676
-22,-10,-1,37684
-3,27,-171,37692
14,-50,84,37700
24,-76,-50,37707
56,-68,-8,37715
-37,-5,-47,37724
-20,40,-11,37732
29,-65,-136,37739
40,-10,-34,37747
30,-51,76,37755
37,-42,-41,37763
99,4,0,37771
11,-45,-46,37779
37,55,52,37787
-3,30,-12,37795
36,-5,-35,37803
54,3,63,37811
19,56,-100,37819
56,33,-66,37827
19,67,58,37834
52,-85,141,37842
40,-33,65,37851
-119,12,-72,37859
-67,22,-62,37866
48,11,9,37874
-12,9,99,37882
31,16,35,37891
-8,31,-100,37898
48,20,85,37906
-18,-46,-45,37914
-13,-28,-39,37921
11,-4,-102,37929
-27,36,74,37938
23,12,-92,37946
53,9,-152,37954
-22,-63,83,37961
-30,-4,43,37969
26,22,46,37978
29,24,-126,37986
-12,27,5,37993
31,24,0,38001
-51,-3,-5,38009
-10,-16,0,38017
53,-10,-34,38025
53,5,-4,38033
-10,-64,-95,38041
14,-10,-96,38049
-9,-4,-25,38056
74,21,-124,38065
67,-16,93,38073
0,30,-6,38080
-21,-9,-126,38088
-28,0,1,38096
8,-10,-58,38105
-92,11,69,38112
-4,46,-102,38120
39,-3,-6,38128
41,-50,1,38136
-95,-27,91,38145
-43,13,123,38152
-1,-95,-81,38160
64,14,-68,38168
50,-11,-60,38176
-84,2,-69,38183
23,-1,34,38192
-30,69,-54,38200
58,-73,-27,38207
-77,31,-71,38215
4,-69,37,38223
18,14,24,38232
1,4,127,38240
-13,33,-148,38247
42,20,60,38255
-42,-12,13,38263
3,-5,-58,38272
0,8,48,38279
-15,39,110,38287
61,29,0,38295
-41,-46,7,38303
41,-83,-65,38310
-22,51,-24,38319
-73,87,70,38327
-36,86,-20,38335
6,-66,-89,38342
-24,-46,55,38350
-17,3,2,38359
-43,-31,-1,38366
27,11,12,38374
-63,52,22,38382
-5,-43,-55,38390
10,-18,-77,38398
47,-56,-85,38406
64,23,-10,38414
50,19,-66,38422
20,-2,-74,38429
-51,20,6,38437
22,14,-16,38446
-48,-99,29,38454
79,-46,23,38461
-21,12,24,38469
18,23,-84,38477
83,48,-46,38486
-44,-69,27,38493
15,0,11,38501
-47,29,88,38509
36,6,36,38517
59,0,-44,38525
-73,35,-104,38533
15,-33,55,38541
-13,-15,25,38549
-92,18,-152,38557
63,14,-38,38564
27,-6,45,38573
-59,-99,37,38581
-20,4,69,38589
4,-1,-8,38596
-56,46,48,38604
-34,-13,-33,38612
11,-22,-7,38621
-7,55,-58,38628
-3,52,50,38636
-10,-2,-74,38644
-12,47,4,38651
-42,-24,59,38660
-44,23,-70,38668
-4,-7,7,38676
8,-95,-3,38683
-30,-21,-101,38691
-61,-61,-53,38700
16,26,40,38708
36,79,-62,38715
-65,1,69,38723
31,-55,-97,38731
27,-2,11,38739
4,-18,-61,38748
-45,-62,-21,38755
25,46,58,38763
-41,-65,-29,38771
-21,25,-20,38778
-68,59,158,38787
-76,27,-32,38795
30,5,-110,38803
-9,85,88,38810
-63,-36,-35,38818
57,18,-74,38827
-29,-64,-27,38835
23,-84,-43,38842
40,42,-180,38850
-11,-10,-55,38858
1,-98,-91,38866
-28,4,23,38874
-42,-101,-13,38882
22,-60,-63,38890
35,12,-40,38898
47,58,16,38905
-56,-50,-103,38914
44,19,44,38922
-6,-30,-75,38930
-65,34,-32,38937
15,55,-76,38945
-20,58,30,38953
24,17,-98,38962
-6,-54,-1,38969
-3,-1,5,38977
5,13,89,38985
73,-9,-182,38993
25,-5,0,39001
11,0,-46,39009
30,-134,31,39017
75,6,38,39025
-30,28,-26,39032
-70,-82,-43,39041
-3,20,-40,39049
-38,-17,35,39057
70,21,-48,39065
-12,27,-78,39072
14,8,-32,39080
-54,8,-88,39089
-22,46,-36,39096
-17,42,-80,39104
54,-20,-21,39112
46,-41,7,39120
-23,13,-34,39129
-20,-7,-78,39136
23,14,-28,39144
33,36,24,39152
-11,45,18,39160
47,15,-116,39168
27,31,-42,39176
5,-20,-45,39184
0,13,10,39191
40,-66,83,39199
3,-39,-57,39207
67,2,44,39216
10,-55,-21,39224
51,-54,33,39231
-35,-9,5,39239
13,6,55,39247
-5,15,-126,39255
-27,-41,-5,39263
11,44,32,39271
-58,22,32,39279
-29,-31,11,39286
-74,0,-31,39294
10,81,-128,39303
122,22,144,39311
19,41,118,39318
76,-45,-55,39326
-62,61,56,39334
-41,-11,-37,39343
-15,-12,51,39351
-22,-3,41,39358
87,29,-76,39366
69,-38,7,39374
-1,-28,109,39382
4,12,-136,39390
4,1,71,39398
11,-26,49,39406
24,-12,0,39414
-31,-63,-15,39421
-39,-33,-188,39430
15,-18,-98,39438
-25,58,58,39445
-4,-9,-17,39453
-24,-47,-63,39461
-19,15,10,39470
31,14,-50,39477
-4,0,-12,39485
-9,52,-32,39493
-9,28,52,39501
-22,40,24,39508
-86,-1,89,39517
-20,-56,25,39525
-15,36,84,39533
9,-27,-15,39541
57,36,34,39548
21,27,86,39557
14,-62,-41,39565
30,44,-68,39573
-64,19,6,39580
21,24,14,39588
55,48,36,39597
-37,-1,-76,39604
9,8,-18,39612
-47,-103,3,39620
-27,16,-16,39628
-24,-45,31,39635
8,45,28,39644
22,-1,103,39652
-84,6,-88,39660
44,-24,89,39667
-47,-31,129,39675
-28,-15,-79,39684
45,17,-124,39692
7,-4,57,39699
-47,-26,37,39707
8,-28,-15,39715
11,-39,75,39724
-30,-19,-57,39731
0,41,68,39739
43,13,79,39747
5,-18,77,39755
-25,47,-18,39762
22,36,72,39771
5,-37,55,39779
-7,-37,0,39787
31,20,82,39794
12,-15,-41,39802
-12,64,-48,39811
27,-4,-142,39819
-98,4,-92,39826
6,22,14,39834
-31,45,-52,39842
-63,54,6,39851
39,1,-25,39858
-27,31,-38,39866
-28,-53,-165,39874
40,53,98,39882
0,-91,39,39889
-28,-44,-17,39898
-31,-17,61,39906
-89,-73,19,39914
-60,-20,5,39921
-35,16,70,39929
-2,-63,-15,39938
-32,-5,9,39946
57,49,14,39953
-26,1,149,39961
35,26,8,39969
-13,-9,-3,39977
-10,-139,-93,39985
-19,-16,-49,39993
50,-51,-45,40001
-105,10,-70,40009
-9,-4,-30,40016
34,32,-68,40025
-48,59,-44,40033
13,-9,23,40041
-69,-21,57,40048
51,5,-49,40056
58,-15,-7,40065
-54,-1,-8,40073
7,78,-96,40080
36,44,-58,40088
-52,-37,-21,40096
-32,-46,99,40104
62,15,58,40112
11,-57,-19,40120
-51,-30,-59,40128
-36,-3,-117,40136
71,26,-38,40143
4,15,0,40152
-40,34,-92,40160
-46,32,92,40168
-15,-65,-153,40175
-94,-35,3,40183
43,0,-62,40192
77,-21,35,40200
-10,58,-122,40207
44,-7,-124,40215
21,35,134,40223
-26,-30,-81,40231
-6,-32,77,40239
-52,22,-18,40247
67,-12,9,40255
20,22,18,40263
-15,-65,-15,40270
21,-43,39,40279
13,8,-30,40287
30,-53,-5,40294
36,-63,-13,40302
-13,-11,-75,40310
-56,-72,-45,40318
108,-12,-24,40327
-11,-30,-17,40335
-53,46,-44,40342
-64,-17,-92,40350
-50,-32,-11,40358
-76,-31,-50,40366
35,44,-46,40374
59,103,-84,40382
-73,-4,-98,40390
56,-57,-67,40397
-4,15,-34,40406
-53,-40,-61,40414
15,3,-122,40422
54,44,-30,40429
-54,-32,81,40437
-28,-22,25,40445
63,-9,21,40454
-4,-10,23,40461
91,20,-73,40469
86,7,-13,40477
51,-47,31,40485
49,-37,-139,40493
-46,-6,26,40501
126,30,-37,40509
11,87,-76,40517
-16,50,-58,40524
49,15,45,40532
-33,-25,147,40541
100,9,-19,40549
54,16,63,40556
24,-25,-59,40564
-27,-9,21,40572
56,-28,-71,40580
87,73,-8,40588
-27,-9,-34,40596
-50,67,-46,40604
87,33,10,40612
39,-28,77,40620
-55,-30,53,40628
7,2,-10,40636
21,15,24,40644
-11,-26,-11,40651
-35,67,46,40659
-30,-11,-58,40668
43,-8,3,40676
-75,0,38,40683
-15,-45,55,40691
5,-7,49,40699
-39,-42,-102,40708
-48,2,-30,40715
44,48,54,40723
-58,46,28,40731
-9,26,62,40739
-46,-100,-69,40747
42,-1,59,40755
-73,-62,-81,40763
-5,21,74,40770
20,-22,-110,40778
28,-75,-77,40786
-24,-25,3,40795
38,-47,3,40803
-52,61,-60,40810
38,25,73,40818
54,14,35,40826
-98,37,-22,40835
72,43,-2,40842
-11,-25,-41,40850
-7,-35,-31,40858
-53,4,-102,40865
-23,-12,19,40873
-17,-40,11,40882
27,27,143,40890
34,50,94,40898
-13,-59,-3,40905
-18,-23,-43,40913
-31,43,106,40922
83,-93,-17,40930
38,35,30,40937
26,33,-28,40945
-24,-20,45,40953
17,-5,-42,40962
28,-49,-99,40969
8,14,2,40977
-14,30,-208,40985
4,87,-24,40993
7,27,2,41001
102,-47,-63,41009
-15,74,-20,41017
-20,-4,-68,41024
-8,7,22,41032
0,-48,119,41040
-12,-28,-31,41049
36,75,-90,41057
-44,-73,-5,41064
74,-35,-47,41072
-62,-23,79,41080
-17,-72,-7,41088
32,-63,63,41096
25,-57,25,41104
-34,30,2,41112
20,55,18,41120
49,0,21,41127
12,14,59,41136
-37,24,32,41144
-42,-28,-29,41152
-48,-14,-1,41159
9,21,55,41167
45,61,-14,41176
52,-52,1,41184
-19,105,34,41191
0,0,-18,41199
64,0,-17,41207
5,-29,-9,41216
7,-39,27,41223
45,-18,45,41231
-89,-7,-18,41239
-29,-39,115,41247
-38,2,51,41254
19,-64,21,41263
2,-45,-25,41271
15,-40,61,41278
-62,51,-4,41286
112,-18,-136,41294
23,58,26,41303
0,89,5,41310
-33,-27,10,41318
8,-38,14,41326
-26,1,38,41334
-15,17,-31,41342
21,6,8,41350
-33,44,-19,41358
-20,23,15,41366
-14,24,-1,41374
-18,50,43,41381
-7,-39,-20,41390
-60,-32,54,41398
-18,-15,-47,41405
-26,42,99,41413
28,4,90,41421
-12,-43,-18,41430
36,-43,40,41438
-45,-18,76,41445
-54,-13,-33,41453
17,102,-141,41461
17,34,3,41469
-65,66,-79,41477
7,56,7,41485
-75,-14,24,41493
25,-33,-44,41501
-31,-19,-61,41508
45,-22,-36,41517
39,68,79,41525
-41,7,27,41533
3,16,25,41540
13,8,23,41548
17,-8,-94,41556
-30,-34,-16,41565
59,-3,-36,41572
-20,26,-157,41580
11,-79,-26,41588
-33,-153,-48,41596
-23,-8,-93,41604
35,-59,32,41612
16,-39,-180,41620
41,-59,38,41628
-42,24,0,41635
-11,54,-33,41644
-73,-44,-54,41652
70,-24,-16,41660
102,16,41,41667
-57,62,-91,41675
15,-14,-2,41683
64,3,86,41692
0,-36,-24,41699
-61,47,-69,41707
72,-21,-98,41715
28,-76,-14,41723
-67,20,-57,41731
2,15,-47,41739
33,0,-13,41747
-20,-20,60,41755
-3,-83,-128,41762
3,21,-69,41771
64,7,127,41779
15,-9,-41,41787
-19,26,15,41794
-33,22,-13,41802
-30,-16,14,41810
-47,9,-49,41819
-34,-77,52,41826
7,71,-27,41834
45,20,-25,41842
-10,-12,52,41850
52,-49,44,41858
2,-6,42,41866
24,-91,-44,41874
8,30,31,41882
12,0,1,41889
-85,-41,118,41897
94,-59,26,41906
44,26,-13,41914
-81,3,-61,41921
-19,-18,62,41929
87,63,-123,41937
24,39,-33,41946
-24,104,-13,41953
79,3,-95,41961
12,49,-89,41969
-22,-33,8,41977
-48,-22,-60,41985
-62,15,-23,41993
-48,67,39,42001
41,38,-9,42009
57,13,93,42016
6,29,121,42024
10,15,114,42033
25,-9,94,42041
4,-23,-50,42048
0,-21,46,42056
7,16,-145,42064
-7,-6,20,42073
-24,-27,-22,42080
57,38,-25,42088
37,-25,46,42096
59,-9,-59,42103
24,28,-53,42112
-11,-104,-76,42120
37,9,15,42128
-28,63,-103,42135
-2,34,-65,42143
-15,-27,-154,42151
3,-1,-75,42160
-19,68,7,42168
58,-27,-227,42175
-26,23,59,42183
60,-13,-36,42191
-6,-36,4,42200
-5,26,5,42207
4,49,-61,42215
36,-17,-24,42223
47,-63,48,42231
60,-26,26,42238
62,-67,-50,42247
-23,-24,-124,42255
3,100,-115,42262
-17,49,19,42270
-27,-48,-22,42278
0,72,-35,42287
21,16,-51,42294
-13,-22,104,42302
-28,-16,-22,42310
-17,-26,-54,42318
-54,26,-101,42327
33,-10,6,42334
-86,22,103,42342
-16,54,-85,42350
6,42,-67,42358
-12,31,0,42365
19,61,5,42374
-46,1,49,42382
-20,-16,-42,42390
-4,-24,32,42397
-14,26,15,42405
-19,-35,164,42414
0,-20,0,42422
6,31,-91,42429
54,-22,6,42437
-115,-78,-32,42445
42,-43,-110,42454
120,32,-39,42461
45,0,-72,42469
64,5,-62,42477
33,21,-29,42485
46,75,-1,42492
36,-54,46,42501
12,-6,30,42509
-13,-13,-103,42516
-7,-76,30,42524
-83,35,75,42532
-54,32,79,42541
-16,69,-43,42548
25,77,19,42556
-38,66,27,42564
0,15,9,42572
-18,-57,90,42579
-18,7,-77,42588
-14,-2,10,42596
-28,-10,-77,42604
-36,14,-27,42612
15,-3,48,42619
43,-11,-8,42628
1,63,-69,42636
-15,-63,56,42644
20,34,15,42651
10,-87,-22,42659
36,14,-63,42668
46,69,21,42676
123,10,90,42683
-23,52,21,42691
-63,-17,-59,42699
41,-8,-30,42706
92,66,128,42715
21,61,-9,42723
-24,73,-47,42731
-27,74,31,42739
-50,-33,28,42746
0,-39,-14,42755
2,2,94,42763
-11,-46,-22,42770
-65,-29,-4,42778
36,10,-12,42786
6,-81,-65,42795
21,16,-105,42802
6,-70,56,42810
-44,4,-3,42818
-38,44,-89,42826
41,30,-65,42834
6,25,-61,42842
-22,122,-77,42850
-2,72,31,42858
30,-6,-4,42866
-36,-40,114,42873
21,-53,-14,42882
43,0,-70,42890
1,-14,-7,42897
-8,34,-66,42905
16,2,-48,42913
41,-44,-97,42921
-40,20,86,42930
-52,-2,12,42938
17,-40,-39,42945
18,33,-104,42953
-27,-4,-56,42961
-30,31,-74,42969
-29,-14,25,42977
46,-47,-55,42985
2,-5,51,42992
-30,-8,15,43000
52,53,16,43009
43,19,10,43017
58,9,70,43024
-33,9,15,43032
44,14,-15,43040
-24,23,19,43048
54,-1,16,43057
59,21,2,43064
64,1,57,43072
22,29,66,43080
-20,36,-30,43087
37,-47,86,43096
25,-9,-44,43104
-34,-55,58,43112
0,115,9,43120
-48,-4,1,43127
5,15,19,43136
-13,87,17,43144
94,36,-79,43151
-69,52,44,43159
-64,-26,-31,43167
24,94,43,43175
82,-49,25,43183
9,0,-70,43191
-46,36,14,43199
2,27,-108,43207
16,44,0,43215
13,-80,-37,43223
24,7,48,43231
82,29,-96,43239
-75,-67,119,43246
13,8,-24,43254
-10,28,-4,43262
34,-62,-71,43271
-12,-76,-23,43279
23,0,-33,43286
44,37,-58,43294
58,56,24,43302
-12,-26,-99,43310
-58,94,44,43318
-26,-9,17,43326
61,-12,-121,43334
-46,90,90,43341
-20,58,6,43350
-26,-34,41,43358
-13,-44,59,43366
-3,11,32,43374
10,-7,145,43381
18,-23,-129,43389
14,-14,15,43398
30,8,25,43405
24,-79,-17,43413
-4,85,48,43421
65,-50,-55,43429
46,-8,-27,43438
-19,-44,-65,43445
27,14,28,43453
15,-13,105,43461
43,41,-60,43468
-37,-18,-19,43476
10,-94,-151,43485
41,6,-37,43493
-34,39,-70,43500
-85,-7,56,43508
15,28,12,43516
41,-13,0,43525
1,-15,-125,43532
-12,-8,5,43540
-31,75,-12,43548
12,2,-54,43556
4,10,-110,43564
-7,-28,-9,43572
5,13,-98,43580
-76,55,144,43588
49,26,-152,43596
26,-39,-83,43603
-27,40,-20,43612
-12,73,-36,43620
-18,105,-170,43627
0,83,22,43635
65,-13,5,43643
-62,23,86,43652
21,-59,161,43659
15,-46,189,43667
-2,-124,9,43675
20,-11,-166,43683
-95,15,-31,43692
-19,64,62,43699
46,-31,-95,43707
56,16,-66,43715
21,-17,-65,43722
-52,21,-4,43730
-3,51,-34,43739
30,-18,-79,43747
29,26,-10,43754
43,34,-88,43762
-3,-28,-63,43770
27,36,12,43779
-10,-42,-61,43787
-41,40,40,43794
9,12,50,43802
-14,19,30,43810
72,38,-90,43817
-2,-6,-23,43826
-9,-40,3,43834
-71,43,-16,43842
-26,48,32,43850
-23,-9,-81,43857
-32,-42,-49,43866
52,23,6,43874
65,0,-88,43881
-4,44,-38,43889
39,24,38,43897
-21,40,-128,43906
-25,19,20,43913
16,-31,-11,43921
16,-37,-77,43929
-1,1,111,43937
17,-15,-25,43945
-35,46,6,43953
-57,14,-52,43961
-14,-23,31,43969
-2,40,80,43977
34,39,-3,43984
-54,-38,50,43993
-92,17,-33,44001
-7,9,-39,44008
-34,11,-91,44016
0,-49,80,44024
-61,-12,56,44033
-10,16,96,44041
60,36,3,44048
-1,-9,-4,44056
-20,-25,-40,44064
-51,-24,-6,44071
-28,33,-81,44080
9,-27,-72,44088
33,28,-27,44096
-43,31,0,44103
12,-30,-28,44111
20,-62,-162,44120
-27,14,3,44128
-13,39,43,44136
11,7,0,44143
54,20,100,44151
-7,27,85,44160
22,-10,4,44167
13,34,-37,44175
-37,33,71,44183
-56,1,42,44191
-31,29,11,44199
-1,-3,-83,44207
13,-36,-64,44215
17,-34,-4,44223
-5,27,55,44231
-55,10,122,44238
71,47,35,44247
-13,-26,-66,44255
-59,-90,-24,44263
2,33,-35,44270
6,-61,-50,44278
-10,38,73,44286
-20,12,27,44294
0,-22,76,44302
-8,-17,-52,44310
31,4,-11,44318
89,-77,-14,44325
-39,-130,-78,44334
-47,55,37,44342
-14,-42,0,44350
-14,-42,-8,44358
23,-60,4,44365
34,-47,28,44374
-6,-36,46,44382
7,18,84,44390
71,-28,-60,44397
52,-14,18,44405
31,-6,-59,44413
-64,67,-75,44421
-6,43,-29,44429
12,29,11,44437
36,33,-31,44445
-66,-3,9,44452
129,-22,56,44461
-6,-25,-36,44469
-72,-8,-97,44477
-4,-33,72,44484
-3,-79,-24,44492
44,-86,66,44500
49,-24,-42,44509
-16,42,-41,44516
-26,-61,0,44524
-12,9,-97,44532
-3,92,-73,44540
-60,34,-23,44548
4,15,9,44556
-40,19,-115,44564
10,65,-57,44572
-53,13,-95,44579
-37,7,55,44588
26,-76,-52,44596
33,-106,20,44604
37,-58,30,44611
-22,7,-13,44619
-25,-4,50,44627
-11,3,-93,44636
46,-6,-18,44643
-15,21,61,44651
-7,3,-85,44659
57,-38,-48,44667
-59,21,-77,44675
37,13,9,44683
-142,52,15,44691
2,25,3,44699
53,-7,78,44706
40,22,-55,44715
50,14,24,44723
17,18,-85,44731
-2,-6,44,44738
-42,-5,7,44746
1,13,23,44754
53,16,-73,44763
12,-19,-66,44770
106,15,2,44778
41,-8,2,44786
-1,18,88,44794
-28,-22,36,44802
64,-7,-2,44810
23,-43,82,44818
-94,-43,68,44826
-42,9,27,44833
34,-10,-8,44841
-41,152,33,44850
74,-73,-26,44858
42,62,23,44865
35,37,-117,44873
0,89,21,44881
34,-35,-72,44890
-32,22,7,44897
-39,-87,44,44905
24,-50,-10,44913
118,28,46,44921
51,16,-55,44929
12,35,-11,44937
-26,0,-19,44945
10,30,25,44953
-34,30,0,44960
102,54,-37,44968
38,41,-67,44977
67,-3,-4,44985
-43,17,-1,44992
44,87,-199,45000
-28,-29,58,45008
-29,-34,68,45017
15,63,-55,45024
31,2,16,45032
-3,26,17,45040
-4,98,-21,45048
-15,10,5,45056
0,-48,-18,45064
13,-19,-6,45072
24,67,-54,45080
36,-17,-93,45087
-141,-28,-42,45095
-109,-2,-80,45104
-20,-4,25,45112
1,-26,-29,45119
15,-55,-37,45127
6,-63,-91,45135
-29,-14,13,45144
-79,-26,-67,45151
-35,8,-72,45159
15,63,-15,45167
15,-37,-146,45175
83,29,25,45182
2,-13,-127,45191
109,97,-43,45199
-16,34,27,45207
37,-30,-46,45214
5,-24,178,45222
7,7,-21,45231
-11,-45,-42,45239
44,43,-30,45246
5,6,-6,45254
-94,17,-47,45262
-33,-10,-4,45271
11,-77,0,45278
33,-5,-71,45286
40,-46,-92,45294
51,-21,-96,45302
-29,-4,86,45309
-41,-28,-8,45318
15,-37,-54,45326
-58,-82,66,45334
56,-57,30,45341
-40,-49,-50,45349
-49,34,19,45358
-21,-12,-59,45366
22,86,-119,45373
44,-60,62,45381
6,15,-31,45389
1,7,42,45398
-10,-2,4,45405
-14,26,-7,45413
-2,-1,34,45421
33,23,3,45429
-19,30,83,45436
-29,-8,-41,45445
11,-37,22,45453
-65,-27,-22,45461
-24,52,-53,45468
32,16,-69,45476
-45,-2,54,45485
8,14,-47,45493
42,2,-25,45500
-45,75,-53,45508
-51,0,-101,45516
9,-20,-32,45524
50,-72,-80,45532
20,-53,34,45540
37,23,-157,45548
-65,45,-73,45556
67,-3,-89,45563
-83,-6,-7,45572
-55,-78,30,45580
38,17,9,45588
60,40,61,45595
13,-43,-20,45603
-56,7,-21,45612
-71,-96,-68,45620
42,-76,40,45628
17,-24,-22,45635
35,22,-13,45643
-25,1,-15,45651
-32,26,1,45660
